# source: NASA POWER Daily API
# parameters: T2M,PRECTOTCORR,WS10M,ALLSKY_SFC_SW_DWN
# period: 20250101 - 20251231
# coordinates: 17개 시·도 대표 지점, 지역 전체 평균 아님
region,date,temp,precipitation,wind_speed,solar_radiation
인천,2025-06-12,21.7,0.0,1.73,7.5564
인천,2025-06-13,20.63,1.83,2.53,3.4186
인천,2025-06-14,23.09,2.36,2.7,7.127
인천,2025-06-15,22.52,13.62,3.66,5.261
인천,2025-06-16,22.28,12.2,5.36,2.0585
인천,2025-06-17,21.85,1.05,3.07,5.4454
인천,2025-06-18,22.49,0.03,1.99,6.5143
인천,2025-06-19,24.3,1.04,3.4,5.8039
인천,2025-06-20,22.53,69.8,9.83,1.0675
인천,2025-06-21,20.71,8.74,3.18,2.6021
인천,2025-06-22,20.92,0.51,3.29,7.873
인천,2025-06-23,23.4,0.17,1.71,7.541
인천,2025-06-24,22.9,9.88,3.69,2.6666
인천,2025-06-25,22.02,12.02,2.79,1.6068
인천,2025-06-26,22.0,1.01,2.51,4.9915
인천,2025-06-27,23.26,5.75,1.43,4.2974
인천,2025-06-28,24.02,5.06,2.85,2.4163
인천,2025-06-29,24.74,0.35,3.29,4.3978
인천,2025-06-30,24.83,0.58,3.66,4.4254
인천,2025-07-01,25.66,2.37,4.22,4.511
인천,2025-07-02,25.54,1.3,4.03,3.8539
인천,2025-07-03,25.47,0.62,4.04,4.4681
인천,2025-07-04,25.01,2.49,5.28,2.3674
인천,2025-07-05,25.74,0.52,4.41,5.3246
인천,2025-07-06,26.11,0.32,3.64,5.0964
인천,2025-07-07,26.96,0.56,2.52,3.8434
인천,2025-07-08,28.96,4.81,2.38,7.0954
인천,2025-07-09,27.79,0.92,3.85,7.0382
인천,2025-07-10,26.63,0.01,4.36,7.793
인천,2025-07-11,25.72,0.0,4.9,7.837
인천,2025-07-12,26.28,0.0,2.35,7.8761
인천,2025-07-13,24.46,3.22,2.55,2.8284
인천,2025-07-14,23.92,10.07,3.23,3.8119
인천,2025-07-15,22.38,14.1,3.76,3.1966
인천,2025-07-16,23.02,61.22,6.29,0.8566
인천,2025-07-17,24.64,56.25,5.26,1.9918
인천,2025-07-18,24.56,12.71,3.51,1.9414
인천,2025-07-19,25.42,28.73,6.6,2.3021
인천,2025-07-20,26.15,9.73,4.41,5.9407
인천,2025-07-21,26.09,0.76,3.55,6.0538
인천,2025-07-22,25.34,5.63,2.47,6.1994
인천,2025-07-23,26.31,0.27,1.55,6.5705
인천,2025-07-24,27.54,0.01,1.55,6.5141
인천,2025-07-25,29.08,0.0,1.65,7.4654
인천,2025-07-26,29.07,0.06,2.08,6.9156
인천,2025-07-27,29.18,0.09,2.2,7.4306
인천,2025-07-28,29.0,0.07,1.9,7.2502
인천,2025-07-29,29.28,1.07,1.55,7.1518
인천,2025-07-30,28.57,0.59,2.16,4.901
인천,2025-07-31,27.95,0.02,2.21,4.0939
인천,2025-08-01,27.7,0.02,2.15,4.4957
인천,2025-08-02,28.56,0.16,1.44,6.2054
인천,2025-08-03,27.88,10.75,2.3,2.5332
인천,2025-08-04,27.3,2.45,3.16,6.2208
인천,2025-08-05,26.49,0.24,2.79,6.5717
인천,2025-08-06,26.74,20.48,5.57,2.1252
인천,2025-08-07,25.83,0.63,3.45,6.9766
인천,2025-08-08,25.41,0.84,1.98,5.5063
인천,2025-08-09,25.07,2.19,2.18,1.6646
인천,2025-08-10,25.6,0.0,2.22,6.8054
인천,2025-08-11,25.04,0.33,2.69,3.119
인천,2025-08-12,26.07,0.37,2.34,6.8232
인천,2025-08-13,25.49,50.44,6.49,1.1167
인천,2025-08-14,25.62,27.78,4.59,2.2826
인천,2025-08-15,26.04,10.14,1.87,5.0198
인천,2025-08-16,25.88,0.48,2.91,5.9906
인천,2025-08-17,26.07,0.55,3.04,4.2254
인천,2025-08-18,26.47,4.62,4.61,5.2121
인천,2025-08-19,26.83,4.94,4.26,5.4984
인천,2025-08-20,27.05,2.24,3.39,5.2327
인천,2025-08-21,27.24,0.53,2.22,5.8812
인천,2025-08-22,26.77,0.08,2.71,6.257
인천,2025-08-23,27.36,0.14,2.41,4.9248
인천,2025-08-24,27.96,0.17,2.08,6.0314
인천,2025-08-25,27.52,14.76,4.44,4.5041
인천,2025-08-26,26.8,12.62,4.56,5.1744
인천,2025-08-27,25.76,0.04,1.28,5.5834
인천,2025-08-28,26.03,1.28,4.12,4.3142
인천,2025-08-29,27.51,7.65,5.98,4.4839
인천,2025-08-30,27.55,8.54,2.4,5.04
인천,2025-08-31,26.76,11.96,3.84,3.6377
인천,2025-09-01,25.52,19.58,4.7,3.2568
인천,2025-09-02,25.01,0.59,2.1,5.9758
인천,2025-09-03,26.82,1.04,1.75,5.5841
인천,2025-09-04,24.35,33.05,3.98,3.5712
인천,2025-09-05,26.09,0.42,2.76,5.2723
인천,2025-09-06,26.77,20.29,5.96,3.5849
인천,2025-09-07,24.3,0.99,3.08,3.6022
인천,2025-09-08,24.59,0.2,1.41,3.509
인천,2025-09-09,23.12,0.09,1.86,3.0067
인천,2025-09-10,22.62,0.01,3.4,6.1922
인천,2025-09-11,22.86,0.0,3.93,6.1181
인천,2025-09-12,21.83,14.56,4.41,2.5824
인천,2025-09-13,23.11,28.66,5.32,3.4087
인천,2025-09-14,23.06,0.25,2.03,4.6277
인천,2025-09-15,24.38,0.0,1.13,4.4182
인천,2025-09-16,23.94,33.07,3.1,1.6836
인천,2025-09-17,23.43,35.25,3.12,1.2778
인천,2025-09-18,20.74,0.9,4.47,4.542
인천,2025-09-19,19.18,31.83,4.84,1.5096
인천,2025-09-20,19.22,31.7,4.57,3.384
인천,2025-09-21,19.63,0.4,4.05,5.6086
인천,2025-09-22,19.36,0.0,3.98,3.2515
인천,2025-09-23,19.33,0.02,4.37,3.9607
인천,2025-09-24,20.46,21.39,4.32,0.7699
인천,2025-09-25,21.58,3.13,2.4,4.2118
인천,2025-09-26,20.19,0.04,2.46,5.1233
인천,2025-09-27,20.98,0.01,3.39,3.8004
인천,2025-09-28,20.12,39.13,4.22,2.076
인천,2025-09-29,19.75,0.0,1.93,4.1525
인천,2025-09-30,19.94,0.02,1.27,2.9614
인천,2025-10-01,20.43,1.22,1.81,3.8678
인천,2025-10-02,20.62,0.32,1.52,3.2287
인천,2025-10-03,19.78,13.77,4.94,1.6435
인천,2025-10-04,21.16,1.51,2.95,2.5121
인천,2025-10-05,20.77,5.97,2.11,1.5559
인천,2025-10-06,18.44,37.77,7.06,0.7469
인천,2025-10-07,19.04,10.23,5.89,1.3342
인천,2025-10-08,19.54,0.09,3.73,4.65
인천,2025-10-09,18.8,2.92,5.04,1.5888
인천,2025-10-10,18.24,34.53,4.33,0.7224
인천,2025-10-11,20.71,12.87,5.23,1.8403
인천,2025-10-12,19.46,1.56,3.94,2.25
인천,2025-10-13,16.84,28.52,5.74,0.4937
인천,2025-10-14,17.23,2.82,5.39,2.467
인천,2025-10-15,18.6,17.89,4.42,3.385
인천,2025-10-16,18.47,9.49,4.97,4.0426
인천,2025-10-17,18.51,20.28,3.18,2.849
인천,2025-10-18,16.1,11.51,4.32,2.3153
인천,2025-10-19,13.12,3.03,5.27,3.1793
인천,2025-10-20,9.15,3.53,5.19,3.6754
인천,2025-10-21,9.41,0.17,3.68,3.2417
인천,2025-10-22,12.74,3.74,3.15,3.8789
인천,2025-10-23,14.22,3.17,3.39,3.5071
인천,2025-10-24,14.02,5.21,3.41,3.4915
인천,2025-10-25,13.31,0.01,3.34,3.7027
인천,2025-10-26,11.15,3.94,3.25,1.1268
인천,2025-10-27,6.3,0.05,5.88,4.1592
인천,2025-10-28,7.37,0.02,2.52,3.8714
인천,2025-10-29,10.37,0.43,2.92,2.9182
인천,2025-10-30,11.6,0.0,2.24,2.5762
인천,2025-10-31,13.03,2.68,2.68,2.4758
인천,2025-11-01,11.24,1.13,4.87,3.7543
인천,2025-11-02,6.78,0.28,7.16,3.3434
인천,2025-11-03,5.96,0.0,2.02,3.8378
인천,2025-11-04,9.47,0.0,2.28,3.4457
인천,2025-11-05,9.96,0.01,2.84,3.2623
인천,2025-11-06,11.04,0.0,3.07,2.8171
인천,2025-11-07,12.06,0.51,3.53,3.1246
인천,2025-11-08,12.94,1.38,3.71,1.373
인천,2025-11-09,11.21,0.27,4.25,3.0818
인천,2025-11-10,5.91,0.0,5.66,3.775
인천,2025-11-11,8.35,0.0,2.3,3.0619
인천,2025-11-12,9.24,0.0,2.15,3.3804
인천,2025-11-13,9.57,0.0,3.72,2.9952
인천,2025-11-14,6.58,0.0,3.47,3.4697
인천,2025-11-15,9.29,0.0,1.42,3.1865
인천,2025-11-16,9.65,0.23,5.35,2.8327
인천,2025-11-17,1.96,0.0,7.71,2.5464
인천,2025-11-18,0.48,0.05,4.67,3.0907
인천,2025-11-19,2.24,0.0,2.22,3.0413
인천,2025-11-20,6.28,0.01,5.36,2.5378
인천,2025-11-21,5.34,0.0,4.27,2.9537
인천,2025-11-22,8.0,0.0,2.97,2.7953
인천,2025-11-23,9.7,0.01,4.37,1.2941
인천,2025-11-24,9.74,0.15,4.21,1.9462
인천,2025-11-25,6.56,6.73,5.96,1.189
인천,2025-11-26,5.52,0.06,2.07,2.3822
인천,2025-11-27,5.11,11.08,7.31,1.1482
인천,2025-11-28,1.31,0.0,3.37,2.9105
인천,2025-11-29,5.13,0.07,5.05,1.7239
인천,2025-11-30,10.02,0.43,4.51,1.9831
인천,2025-12-01,3.02,0.0,5.05,3.1339
인천,2025-12-02,-1.6,0.02,6.96,2.7002
인천,2025-12-03,-6.15,0.66,6.69,2.6714
인천,2025-12-04,-3.89,1.69,4.22,2.7024
인천,2025-12-05,-2.82,0.0,3.63,2.7984
인천,2025-12-06,3.2,0.6,5.34,1.1578
인천,2025-12-07,5.24,0.02,3.87,1.8278
인천,2025-12-08,0.75,0.0,4.7,2.9986
인천,2025-12-09,2.51,0.0,2.58,2.5013
인천,2025-12-10,4.41,0.07,3.95,1.4611
인천,2025-12-11,2.32,12.52,6.43,2.4614
인천,2025-12-12,1.2,0.68,3.68,2.2829
인천,2025-12-13,0.91,7.44,3.52,0.8465
인천,2025-12-14,-1.07,0.29,5.4,2.2152
인천,2025-12-15,1.4,0.03,2.3,1.4234
인천,2025-12-16,5.18,0.45,2.71,0.7286
인천,2025-12-17,1.59,0.13,4.2,2.597
인천,2025-12-18,1.24,0.0,1.78,2.7194
인천,2025-12-19,3.34,0.02,3.97,1.848
인천,2025-12-20,5.29,0.87,5.38,0.456
인천,2025-12-21,-2.35,0.0,6.48,2.9112
인천,2025-12-22,-1.49,0.0,2.24,2.5798
인천,2025-12-23,0.97,12.5,2.95,0.4051
인천,2025-12-24,0.08,0.38,4.31,2.5186
인천,2025-12-25,-4.78,0.01,9.52,2.5488
인천,2025-12-26,-9.08,0.0,6.02,2.7713
인천,2025-12-27,-2.67,0.21,2.04,1.2679
인천,2025-12-28,2.15,0.4,3.36,1.5864
인천,2025-12-29,2.59,1.32,4.79,1.8091
인천,2025-12-30,-2.14,0.0,4.75,2.8819
인천,2025-12-31,-7.11,0.0,6.67,2.8642
광주,2025-01-01,1.38,0.0,2.73,2.9081
광주,2025-01-02,0.75,0.0,3.64,2.7074
광주,2025-01-03,-0.16,0.01,4.38,2.8452
광주,2025-01-04,0.92,0.0,2.6,2.743
광주,2025-01-05,2.4,2.67,2.72,1.1275
광주,2025-01-06,2.46,0.96,6.27,1.459
광주,2025-01-07,0.41,1.4,5.66,1.5535
광주,2025-01-08,0.95,1.13,4.64,1.8338
광주,2025-01-09,-3.85,0.99,7.86,0.9809
광주,2025-01-10,-3.47,0.25,5.12,2.1425
광주,2025-01-11,-1.54,0.13,2.84,1.7285
광주,2025-01-12,-0.96,0.0,3.24,2.3856
광주,2025-01-13,-0.33,0.0,2.56,2.1427
광주,2025-01-14,2.32,0.0,3.18,2.1749
광주,2025-01-15,-1.13,0.0,5.87,2.0801
광주,2025-01-16,0.47,0.0,4.06,2.7994
광주,2025-01-17,-0.31,0.0,3.14,3.3869
광주,2025-01-18,0.79,0.0,1.72,2.707
광주,2025-01-19,2.77,0.0,1.39,2.1744
광주,2025-01-20,2.39,0.0,2.91,2.1518
광주,2025-01-21,1.32,0.0,2.75,3.1174
광주,2025-01-22,2.25,0.0,1.44,2.0412
광주,2025-01-23,1.55,0.0,3.11,2.9928
광주,2025-01-24,2.31,0.0,3.29,3.1058
광주,2025-01-25,2.67,0.0,3.87,3.4606
광주,2025-01-26,1.63,0.43,3.04,1.2876
광주,2025-01-27,-0.02,4.9,5.86,2.3686
광주,2025-01-28,-1.0,2.2,7.63,1.897
광주,2025-01-29,-1.83,1.33,5.9,2.2039
광주,2025-01-30,0.47,0.0,2.15,3.0254
광주,2025-01-31,2.0,1.78,3.22,1.7114
광주,2025-02-01,1.78,22.48,3.89,1.4438
광주,2025-02-02,1.48,0.01,3.51,2.9369
광주,2025-02-03,-0.9,0.45,7.88,2.5133
광주,2025-02-04,-3.08,0.67,7.51,2.083
광주,2025-02-05,-2.68,0.87,5.8,1.9872
광주,2025-02-06,-2.17,0.44,3.86,2.645
광주,2025-02-07,-3.33,2.74,8.18,1.8641
광주,2025-02-08,-4.24,0.19,6.32,2.3148
광주,2025-02-09,-2.57,0.05,4.1,2.5147
광주,2025-02-10,-2.04,0.0,3.58,2.825
광주,2025-02-11,-0.55,0.15,3.07,3.9434
광주,2025-02-12,2.08,10.85,6.4,0.9989
광주,2025-02-13,-0.5,0.01,4.72,4.4117
광주,2025-02-14,1.88,0.0,2.33,4.1525
광주,2025-02-15,3.45,0.06,1.35,1.6668
광주,2025-02-16,4.29,0.01,3.83,3.0953
광주,2025-02-17,-0.09,0.0,6.82,4.2206
광주,2025-02-18,-1.24,0.0,6.26,4.0526
광주,2025-02-19,-1.1,0.0,6.5,4.0992
광주,2025-02-20,-1.15,0.0,5.65,4.2497
광주,2025-02-21,-1.44,0.0,5.44,4.3747
광주,2025-02-22,-0.94,0.3,4.78,4.0142
광주,2025-02-23,-1.63,0.01,6.6,3.3823
광주,2025-02-24,-0.79,0.0,5.29,4.4789
광주,2025-02-25,0.32,0.0,3.04,3.5635
광주,2025-02-26,2.76,0.0,3.35,4.5286
광주,2025-02-27,4.05,0.11,2.4,4.3718
광주,2025-02-28,8.16,0.06,1.56,3.2143
광주,2025-03-01,8.5,6.19,3.39,0.8758
광주,2025-03-02,12.19,9.69,5.1,1.9296
광주,2025-03-03,3.01,16.42,9.17,2.2999
광주,2025-03-04,2.79,6.04,5.77,1.7126
광주,2025-03-05,4.5,0.09,2.01,1.6598
광주,2025-03-06,3.16,0.02,4.83,4.9702
광주,2025-03-07,4.26,0.0,2.48,4.314
광주,2025-03-08,5.09,0.0,2.59,3.2458
광주,2025-03-09,5.36,0.0,2.53,4.8598
광주,2025-03-10,5.29,0.0,3.02,3.937
광주,2025-03-11,7.9,0.0,2.18,5.3858
광주,2025-03-12,8.78,0.0,2.48,2.5238
광주,2025-03-13,7.23,0.0,3.59,4.2156
광주,2025-03-14,10.17,0.0,4.13,5.3904
광주,2025-03-15,7.19,5.03,4.84,3.3797
광주,2025-03-16,2.68,0.25,7.39,3.8448
광주,2025-03-17,1.18,0.11,4.82,5.5373
광주,2025-03-18,0.93,7.13,7.66,3.0842
광주,2025-03-19,1.22,0.0,3.49,5.3129
광주,2025-03-20,5.45,0.0,4.62,5.4823
광주,2025-03-21,9.48,0.0,5.37,5.8003
광주,2025-03-22,10.98,0.0,4.19,5.7238
광주,2025-03-23,11.81,0.01,3.66,5.4235
광주,2025-03-24,12.6,0.05,5.46,4.608
광주,2025-03-25,11.7,0.02,4.71,4.4657
광주,2025-03-26,12.92,0.1,5.24,5.8404
광주,2025-03-27,14.0,0.64,6.17,2.256
광주,2025-03-28,5.07,0.16,7.17,5.6448
광주,2025-03-29,2.61,0.36,5.0,4.4366
광주,2025-03-30,2.17,0.0,3.04,5.6928
광주,2025-03-31,5.01,0.0,2.38,5.2529
광주,2025-04-01,7.36,0.0,2.13,6.2218
광주,2025-04-02,8.03,0.05,2.7,4.3934
광주,2025-04-03,8.13,0.04,1.63,5.3282
광주,2025-04-04,8.62,0.0,2.77,5.8104
광주,2025-04-05,9.02,2.72,4.96,1.4434
광주,2025-04-06,8.6,0.01,3.75,6.8213
광주,2025-04-07,10.51,0.0,3.7,6.401
광주,2025-04-08,10.93,0.0,4.93,6.0398
광주,2025-04-09,10.86,0.39,3.96,3.8642
광주,2025-04-10,11.38,0.14,3.69,5.6198
광주,2025-04-11,12.63,0.01,2.7,6.4356
광주,2025-04-12,11.13,42.22,7.59,2.4619
광주,2025-04-13,5.73,0.33,7.12,6.181
광주,2025-04-14,6.79,9.49,6.69,2.3198
광주,2025-04-15,7.92,0.85,4.78,6.887
광주,2025-04-16,12.62,0.0,4.85,5.8385
광주,2025-04-17,16.88,0.0,6.33,5.4398
광주,2025-04-18,17.14,0.09,4.42,5.2279
광주,2025-04-19,17.44,4.52,4.44,3.773
광주,2025-04-20,17.58,0.82,1.9,4.4028
광주,2025-04-21,16.53,0.02,5.17,4.6658
광주,2025-04-22,16.21,23.72,5.58,1.7659
광주,2025-04-23,14.34,0.12,3.05,5.5138
광주,2025-04-24,12.42,0.0,4.05,6.2018
광주,2025-04-25,9.95,0.0,4.71,7.6831
광주,2025-04-26,11.69,0.0,2.79,7.2746
광주,2025-04-27,14.03,0.05,2.54,6.2894
광주,2025-04-28,12.63,0.04,4.41,7.471
광주,2025-04-29,11.69,0.0,2.43,7.5127
광주,2025-04-30,14.01,0.04,4.32,7.6344
광주,2025-05-01,13.8,25.41,5.68,1.6706
광주,2025-05-02,11.81,0.02,4.2,7.163
광주,2025-05-03,11.56,5.06,4.69,3.5393
광주,2025-05-04,12.31,0.0,3.22,7.757
광주,2025-05-05,11.63,3.6,3.4,1.9241
광주,2025-05-06,11.28,0.89,3.33,3.1656
광주,2025-05-07,12.85,0.0,2.45,6.8681
광주,2025-05-08,14.38,0.07,3.87,6.4762
광주,2025-05-09,14.93,37.48,8.28,1.517
광주,2025-05-10,12.83,1.24,7.62,2.1588
광주,2025-05-11,13.32,0.14,3.49,5.5594
광주,2025-05-12,14.6,0.0,3.05,7.4849
광주,2025-05-13,16.14,0.01,3.73,5.8963
광주,2025-05-14,16.82,0.73,4.23,6.8928
광주,2025-05-15,19.37,9.16,4.25,2.5502
광주,2025-05-16,18.53,63.63,5.45,1.6162
광주,2025-05-17,18.16,3.22,4.2,5.167
광주,2025-05-18,15.28,0.01,3.79,7.1491
광주,2025-05-19,17.82,0.0,5.11,4.2029
광주,2025-05-20,21.68,0.04,4.43,3.9835
광주,2025-05-21,20.97,0.1,3.31,4.1693
광주,2025-05-22,21.22,0.19,2.87,2.7809
광주,2025-05-23,15.76,0.08,5.23,3.1711
광주,2025-05-24,15.03,0.3,3.05,2.5469
광주,2025-05-25,15.57,0.0,3.02,7.4244
광주,2025-05-26,16.46,0.0,1.54,6.6221
광주,2025-05-27,17.42,0.0,2.36,6.4279
광주,2025-05-28,19.05,0.12,1.59,6.6708
광주,2025-05-29,18.41,1.47,2.61,6.5088
광주,2025-05-30,18.21,0.03,2.47,6.3336
광주,2025-05-31,17.31,0.0,2.22,4.4143
광주,2025-06-01,19.65,0.0,1.63,6.2095
광주,2025-06-02,17.77,7.78,2.31,2.1331
광주,2025-06-03,17.45,0.58,4.94,7.3078
광주,2025-06-04,17.03,0.08,4.73,8.1758
광주,2025-06-05,18.39,0.0,2.32,7.3874
광주,2025-06-06,18.72,0.13,3.04,3.4896
광주,2025-06-07,19.89,0.0,2.77,7.038
광주,2025-06-08,21.01,0.05,1.91,4.9754
광주,2025-06-09,21.59,0.04,1.87,6.5834
광주,2025-06-10,20.53,0.0,2.76,4.7722
광주,2025-06-11,19.33,0.0,3.27,7.7597
광주,2025-06-12,20.56,0.0,2.36,6.2911
광주,2025-06-13,19.6,26.46,3.82,1.7554
광주,2025-06-14,22.89,70.67,3.74,4.9142
광주,2025-06-15,23.01,6.2,3.43,5.7098
광주,2025-06-16,21.87,12.92,5.02,4.2943
광주,2025-06-17,21.94,0.04,4.11,5.3614
광주,2025-06-18,22.39,0.0,1.97,7.2876
광주,2025-06-19,22.99,0.27,4.24,5.6057
광주,2025-06-20,23.71,6.58,6.26,0.9634
광주,2025-06-21,22.84,73.44,5.43,0.8518
광주,2025-06-22,20.75,5.02,2.57,6.6874
광주,2025-06-23,22.24,0.0,2.22,7.7969
광주,2025-06-24,21.27,12.1,4.55,1.1566
광주,2025-06-25,21.44,1.57,4.63,5.0122
광주,2025-06-26,22.01,0.0,3.06,5.9527
광주,2025-06-27,23.75,0.0,1.59,6.3012
광주,2025-06-28,25.12,0.26,2.16,5.958
광주,2025-06-29,25.16,0.0,2.73,7.2965
광주,2025-06-30,25.1,0.0,2.1,7.1146
광주,2025-07-01,25.96,0.0,2.59,5.9974
광주,2025-07-02,26.71,0.0,2.15,6.5294
광주,2025-07-03,25.86,0.0,2.2,7.051
광주,2025-07-04,25.49,0.0,3.29,5.6244
광주,2025-07-05,25.93,0.0,2.93,6.4706
광주,2025-07-06,26.35,0.0,2.94,6.4123
광주,2025-07-07,27.02,0.48,2.6,7.0973
광주,2025-07-08,27.35,0.22,3.45,6.4625
광주,2025-07-09,26.21,0.0,3.29,7.4098
광주,2025-07-10,26.13,0.0,3.64,6.9382
광주,2025-07-11,25.41,0.0,4.9,6.9847
광주,2025-07-12,25.43,0.0,2.92,7.241
광주,2025-07-13,23.19,48.76,3.03,1.9404
광주,2025-07-14,23.4,2.15,3.58,6.6365
광주,2025-07-15,22.91,0.84,2.97,4.3128
광주,2025-07-16,23.12,18.71,5.53,0.9444
광주,2025-07-17,25.03,144.21,5.12,1.6291
광주,2025-07-18,25.32,48.5,3.77,3.1217
광주,2025-07-19,25.38,61.43,5.1,1.4316
광주,2025-07-20,26.23,6.03,3.74,6.7526
광주,2025-07-21,26.75,2.82,2.57,6.5246
광주,2025-07-22,27.48,0.05,1.62,6.6415
광주,2025-07-23,27.65,0.04,0.86,6.6898
광주,2025-07-24,27.14,0.0,1.89,7.1909
광주,2025-07-25,26.78,0.0,3.29,7.369
광주,2025-07-26,27.31,0.01,3.65,7.0682
광주,2025-07-27,27.14,0.01,3.99,7.5394
광주,2025-07-28,28.23,15.74,1.63,7.3519
광주,2025-07-29,27.09,2.46,2.56,7.3205
광주,2025-07-30,26.06,0.0,2.95,6.0967
광주,2025-07-31,26.46,0.0,2.63,6.7579
광주,2025-08-01,27.46,0.0,1.4,7.1282
광주,2025-08-02,28.04,2.99,1.41,6.1512
광주,2025-08-03,26.34,31.49,3.79,0.8806
광주,2025-08-04,27.94,14.47,3.32,4.8739
광주,2025-08-05,27.57,19.47,3.17,6.4061
광주,2025-08-06,27.42,1.47,4.94,3.5993
광주,2025-08-07,26.93,0.8,3.54,5.6232
광주,2025-08-08,25.28,0.0,1.78,5.0988
광주,2025-08-09,23.33,55.28,2.52,1.2175
광주,2025-08-10,24.61,23.92,2.45,6.2974
광주,2025-08-11,23.0,26.11,3.5,1.6097
광주,2025-08-12,23.64,47.78,3.94,2.6467
광주,2025-08-13,26.8,1.25,3.95,5.1254
광주,2025-08-14,26.27,2.25,2.87,6.095
광주,2025-08-15,26.75,0.01,1.89,6.9617
광주,2025-08-16,25.92,0.0,1.73,7.0867
광주,2025-08-17,26.18,0.0,1.52,6.2071
광주,2025-08-18,26.5,0.0,1.63,6.119
광주,2025-08-19,26.28,0.01,2.02,6.4798
광주,2025-08-20,26.69,0.0,2.2,6.4406
광주,2025-08-21,27.25,0.01,1.48,6.486
광주,2025-08-22,27.1,0.0,1.73,6.7138
광주,2025-08-23,26.98,0.0,1.37,6.6065
광주,2025-08-24,27.26,0.07,1.67,6.1546
광주,2025-08-25,26.92,1.83,2.82,6.0986
광주,2025-08-26,26.14,18.96,3.24,2.2776
광주,2025-08-27,26.51,0.0,1.26,6.0878
광주,2025-08-28,26.2,0.0,2.58,5.585
광주,2025-08-29,26.63,0.08,2.24,5.8824
광주,2025-08-30,27.47,1.98,1.23,6.1222
광주,2025-08-31,25.78,22.28,2.6,4.4326
광주,2025-09-01,26.5,11.38,3.59,4.7143
광주,2025-09-02,25.5,10.49,1.55,3.5136
광주,2025-09-03,25.83,3.06,2.1,5.9398
광주,2025-09-04,26.21,15.35,2.4,3.7435
광주,2025-09-05,26.5,1.44,1.75,5.8622
광주,2025-09-06,26.26,2.4,3.36,5.5433
광주,2025-09-07,25.91,41.59,2.78,2.7972
광주,2025-09-08,23.82,10.27,1.42,1.8636
광주,2025-09-09,20.65,17.07,3.63,1.6392
광주,2025-09-10,23.12,3.73,2.21,5.6854
광주,2025-09-11,23.08,0.0,3.27,5.82
광주,2025-09-12,23.62,4.14,4.65,1.5989
광주,2025-09-13,25.56,21.17,4.85,3.1992
광주,2025-09-14,24.5,0.22,1.33,4.1006
광주,2025-09-15,23.12,8.31,2.28,2.4034
광주,2025-09-16,25.11,1.43,2.38,4.7287
광주,2025-09-17,24.78,11.14,3.45,1.7266
광주,2025-09-18,22.48,0.1,2.28,3.8045
광주,2025-09-19,20.21,0.14,4.59,2.2102
광주,2025-09-20,21.62,12.95,5.3,3.3818
광주,2025-09-21,20.48,0.0,2.89,5.3042
광주,2025-09-22,19.05,0.0,3.96,3.7313
광주,2025-09-23,19.35,0.01,3.88,4.5912
광주,2025-09-24,23.0,4.37,4.4,2.189
광주,2025-09-25,23.01,23.6,2.41,1.7945
광주,2025-09-26,21.65,0.78,1.82,4.26
광주,2025-09-27,21.75,2.72,2.54,3.0391
광주,2025-09-28,21.71,10.76,4.25,1.1998
광주,2025-09-29,19.01,0.0,2.98,4.0277
광주,2025-09-30,18.41,0.0,1.75,3.9434
광주,2025-10-01,18.09,0.0,2.74,5.0926
광주,2025-10-02,19.42,5.6,2.17,1.937
광주,2025-10-03,19.62,49.23,6.26,0.8832
광주,2025-10-04,21.89,2.09,2.32,3.0427
광주,2025-10-05,21.09,0.23,2.44,2.6107
광주,2025-10-06,21.69,3.48,3.02,1.866
광주,2025-10-07,22.07,4.13,3.61,1.8775
광주,2025-10-08,21.88,0.61,2.06,2.7828
광주,2025-10-09,20.28,0.45,3.48,4.3361
광주,2025-10-10,19.96,0.0,3.06,4.3872
광주,2025-10-11,20.7,0.0,2.27,4.6226
광주,2025-10-12,21.34,0.44,2.62,1.8818
광주,2025-10-13,21.99,2.86,3.17,1.5156
광주,2025-10-14,20.6,21.79,2.56,2.0926
광주,2025-10-15,19.54,2.13,4.8,1.3534
광주,2025-10-16,20.08,26.12,3.17,2.8234
광주,2025-10-17,18.83,2.9,4.97,2.579
광주,2025-10-18,18.2,2.11,5.13,1.249
광주,2025-10-19,15.55,0.04,3.59,2.5385
광주,2025-10-20,11.8,0.0,5.03,3.8933
광주,2025-10-21,11.66,0.0,4.21,2.5591
광주,2025-10-22,13.7,0.0,3.08,4.1983
광주,2025-10-23,14.47,0.0,3.0,3.9386
광주,2025-10-24,15.13,0.0,1.93,4.0966
광주,2025-10-25,13.9,0.0,3.05,3.4733
광주,2025-10-26,12.5,0.27,4.23,2.1864
광주,2025-10-27,9.34,0.02,5.39,3.8882
광주,2025-10-28,7.15,0.0,3.52,4.2958
광주,2025-10-29,8.23,0.0,2.94,4.0519
광주,2025-10-30,9.91,0.0,2.18,2.7041
광주,2025-10-31,11.38,0.56,2.58,3.6631
광주,2025-11-01,11.92,2.83,5.15,3.3626
광주,2025-11-02,9.59,0.78,6.38,3.4805
광주,2025-11-03,6.93,0.0,2.54,4.026
광주,2025-11-04,11.07,0.0,1.93,3.6012
광주,2025-11-05,11.47,0.0,2.42,3.5513
광주,2025-11-06,11.83,0.0,2.74,3.2527
광주,2025-11-07,12.61,0.0,2.6,3.451
